listing_id,lat,lon,city_center,city_center_lat,city_center_lon,haversine_km,travel_time_min
1184277324,50.073331,14.671948,11,50.0406,14.5567,9.0,20.2
2749031244,50.030185,14.361911,10,50.088,14.4208,7.68,18.6
3115795020,50.091757,14.489063,10,50.088,14.4208,4.89,12.5
2167157580,50.544504,14.125496,4,50.6607,14.0328,14.48,26.6
1043403596,49.405269,14.703242,1,48.9745,14.4743,50.71,35.4
133812812,50.034392,14.590517,11,50.0406,14.5567,2.51,6.5
3773670220,49.999729,14.417342,10,50.088,14.4208,9.82,20.0
2087449420,50.066182,14.462151,10,50.088,14.4208,3.82,11.8
4207608652,50.23893,14.313689,10,50.088,14.4208,18.44,33.3
1270645580,50.036203,14.343525,10,50.088,14.4208,7.97,20.5
1905365836,50.085717,14.36957,10,50.088,14.4208,3.66,10.4
3043410764,49.283302,16.696131,14,49.1951,16.6068,11.76,27.8
1670779724,50.093689,14.446178,10,50.088,14.4208,1.92,6.3
654381900,49.603295,17.255424,8,49.5938,17.2509,1.1,4.3
1769374540,50.10459,14.486414,10,50.088,14.4208,5.03,11.1
1589125964,50.212084,15.821851,6,50.2104,15.8252,0.3,0.9
3275232076,49.710443,13.087842,2,49.7384,13.3736,20.78,23.3
68883276,49.243913,16.588282,14,49.1951,16.6068,5.59,9.4
941089356,50.004046,14.457356,11,50.0406,14.5567,8.18,17.5
650449740,50.07574,14.491072,10,50.088,14.4208,5.2,14.0
2012877644,50.132725,14.116364,10,50.088,14.4208,22.27,35.7
1091576652,49.703545,13.464105,2,49.7384,13.3736,7.57,14.8
1596461900,49.051551,13.776355,1,48.9745,14.4743,51.62,60.0
2490245708,49.204842,16.613097,14,49.1951,16.6068,1.18,3.8
1074914124,49.218108,16.637484,14,49.1951,16.6068,3.39,8.6
3283268428,50.131631,14.116351,10,50.088,14.4208,22.25,34.7
131650380,50.041337,15.809409,7,50.0343,15.7704,2.89,8.5
2613175116,48.828399,16.980684,14,49.1951,16.6068,49.05,46.6
2296222540,49.313238,16.477913,14,49.1951,16.6068,16.13,21.8
233505612,49.548731,18.337592,12,49.8209,18.2625,30.74,28.9
2179867468,50.680542,14.030092,4,50.6607,14.0328,2.21,5.3
4090762060,50.723279,15.161742,5,50.7671,15.0562,8.88,16.6
833577548,49.027901,16.594819,14,49.1951,16.6068,18.61,26.2
1915761484,50.253784,14.779429,11,50.0406,14.5567,28.53,32.8
714093388,50.217941,15.819144,6,50.2104,15.8252,0.94,2.4
732640076,50.144117,14.099775,10,50.088,14.4208,23.73,37.1
2588283724,50.140072,14.508415,10,50.088,14.4208,8.52,16.8
3064083276,50.04693,14.731268,11,50.0406,14.5567,12.49,23.0
