osm_id,name,latitude,longitude,poi_kind,raw_main_tag
node/11039511069,"Malonty, Meziříčí",48.6997368,14.5960888,bus_stop,bus=yes
node/11039510956,Rožmitál na Šumavě,48.7016072,14.3878296,bus_stop,bus=yes
node/11039511002,"Bujanov, Přibyslav",48.7019627,14.4191239,bus_stop,bus=yes
node/11039510961,Bujanov,48.7025911,14.4292834,bus_stop,bus=yes
node/11039511000,"Rožmitál na Šumavě, Michnice, rozc.",48.703838,14.4123276,bus_stop,bus=yes
node/11039510515,"Černá v Pošumaví, Bližná, Chaty",48.7073269,14.0909213,bus_stop,bus=yes
node/11039510787,"Bujanov, Zdíky, rozc. 0.4",48.7075433,14.4724276,bus_stop,bus=yes
node/11039511063,"Kaplice, Květoňov",48.7103241,14.5167518,bus_stop,bus=yes
node/11039510785,"Bujanov, Skoronice",48.7111027,14.4765142,bus_stop,bus=yes
node/11039510963,"Bujanov, Svinihlavy",48.7140518,14.4276149,bus_stop,bus=yes
node/11039510817,"Větřní, Braná",48.7154711,14.3423412,bus_stop,bus=yes
node/11039510816,"Větřní, Braná",48.715849,14.3426037,bus_stop,bus=yes
node/11039510519,"Černá v Pošumaví, Plánička, háj.",48.7165674,14.1326851,bus_stop,bus=yes
node/11039512094,"Horní Stropnice, Staré Hutě",48.716763,14.711221,bus_stop,bus=yes
node/11039511061,"Kaplice, Dobechov",48.7178362,14.5267647,bus_stop,bus=yes
node/11039510803,"Světlík, Rašelina a. s.",48.719276,14.2061635,bus_stop,bus=yes
node/11039510802,"Světlík, Rašelina a. s.",48.7196993,14.2062869,bus_stop,bus=yes
node/11039510818,"Větřní, Nahořany",48.719807,14.3364224,bus_stop,bus=yes
node/8302714723,"Kaplice, Hauser",48.7208355,14.4813373,bus_stop,bus=yes
node/2503482311,"Valtice, Boří Dvůr",48.7211079,16.8009149,bus_stop,bus=yes
node/11039510521,"Černá v Pošumaví, Plánička",48.7214156,14.1312391,bus_stop,bus=yes
node/11039512102,"Benešov n.Černou, pila",48.7217621,14.6287473,bus_stop,bus=yes
node/11039510483,"Černá v Pošumaví, Bližná",48.7218327,14.0967003,bus_stop,bus=yes
node/12749930150,"Lanžhot, Jednota",48.7224531,16.9574891,bus_stop,bus=yes
node/11039511057,"Kaplice, Mostky, rozc. 0.6",48.7227327,14.509298,bus_stop,bus=yes
node/12749930139,"Lanžhot, aut.nádr.",48.7252524,16.9673949,bus_stop,bus=yes
node/11039511059,"Kaplice, Mostky",48.7253491,14.5182895,bus_stop,bus=yes
node/11039510789,Omlenice,48.7261188,14.4437702,bus_stop,bus=yes
node/11039510808,"Bohdalovice, Suš",48.7262987,14.2706662,bus_stop,bus=yes
node/11039498073,"Horní Planá, Přední Zvonková",48.7264622,14.0051355,bus_stop,bus=yes
node/11039510814,"Větřní, Slubice, rozc. 1.0",48.7265755,14.3102859,bus_stop,bus=yes
node/11039510812,"Bohdalovice, Svéráz, samoty",48.726928,14.3061905,bus_stop,bus=yes
node/11039510810,"Bohdalovice, Svéráz, rozc.",48.7272101,14.296796,bus_stop,bus=yes
node/9856176126,"Větřní, Zátoňské Dvory",48.727419,14.3320198,bus_stop,bus=yes
node/11039510524,"Černá v Pošumaví, Jáma",48.7285919,14.1438137,bus_stop,bus=yes
node/923638711,"Horní Stropnice,Šejby",48.7286626,14.7728231,bus_stop,bus=yes
node/9856176128,"Větřní, Zátoňské Dvory",48.7288342,14.3319817,bus_stop,bus=yes
node/11039510806,"Světlík, Ovčín",48.7289588,14.2334586,bus_stop,bus=yes
node/4063986177,"Lanžhot, obchodní středisko",48.7290074,16.963333,bus_stop,bus=yes
node/12749930156,,48.7290304,16.9729426,bus_stop,bus=yes
node/5472431456,Hojná Voda,48.7292451,14.7275042,bus_stop,bus=yes
node/11039512104,Benešov n.Černou,48.7293198,14.6272665,bus_stop,bus=yes
node/11039510800,"Světlík, Šumava",48.729462,14.2166342,bus_stop,bus=yes
node/11039512105,"Benešov n.Černou, Ličov",48.730063,14.5726702,bus_stop,bus=yes
node/11039510517,"Černá v Pošumaví, kamenolom",48.7301851,14.106694,bus_stop,bus=yes
node/8586804731,"Mostky, samoty",48.7302878,14.5080917,bus_stop,bus=yes
node/11039512107,"Benešov n.Černou, Dluhoště, samoty",48.7307601,14.5838021,bus_stop,bus=yes
node/11039512113,"Benešov n. Černou, U čerp. st.",48.7313321,14.6314506,bus_stop,bus=yes
node/11039510804,Světlík,48.7314343,14.2106629,bus_stop,bus=yes
node/11039511005,"Kaplice, Hradiště",48.7347136,14.5406212,bus_stop,bus=yes
node/11039510967,"Omlenice, Podolí",48.7354282,14.4548882,bus_stop,bus=yes
node/11039510965,"Omlenice, Omlenička",48.7355559,14.4413001,bus_stop,bus=yes
node/8586819900,"Kaplice, Omlenická",48.7356623,14.4838369,bus_stop,bus=yes
node/11039510969,"Omlenice, Stradov",48.7357423,14.4717831,bus_stop,bus=yes
node/8586819901,"Kaplice, U pomníku",48.7366819,14.4880597,bus_stop,bus=yes
node/2438190587,"Kaplice, škola",48.7371476,14.4876067,bus_stop,bus=yes
node/11039510485,"Černá v Pošumaví, Muckov",48.7373278,14.1524948,bus_stop,bus=yes
node/10785286649,1,48.7373707,14.4932556,bus_stop,bus=yes
node/2438190586,"Kaplice, škola",48.7374744,14.4894111,bus_stop,bus=yes
node/10785286651,"Kaplice,,aut.nádr.",48.7374851,14.4945579,bus_stop,bus=yes
node/11039510512,Černá v Pošumaví,48.7381028,14.1091479,bus_stop,bus=yes
node/8586804730,"Kaplice, náměstí",48.7386737,14.4934828,bus_stop,bus=yes
node/11039512111,"Benešov n.Černou, Valtéřov",48.7390901,14.644469,bus_stop,bus=yes
node/11039511185,"Kaplice, Blansko",48.7403527,14.5161849,bus_stop,bus=yes
node/11039511186,"Kaplice, Blansko",48.7404834,14.5166848,bus_stop,bus=yes
node/2469176332,"Břeclav, Poštorná, Fosfa",48.7410449,16.870568,bus_stop,bus=yes
node/8586819902,"Kaplice, PENNY Market",48.7410681,14.4858563,bus_stop,bus=yes
node/2438190588,"Kaplice, Na vyhlídce",48.7413392,14.4849988,bus_stop,bus=yes
node/11039512092,"Horní Stropnice, Dobrá Voda",48.7419146,14.7217621,bus_stop,bus=yes
node/11039512086,"Horní Stropnice, Dlouhá Stropnice, č.38",48.7423638,14.7546491,bus_stop,bus=yes
node/11039510510,"Horní Planá, žel. st.Černá v Pošumaví",48.7424631,14.0868032,bus_stop,bus=yes
node/8917308259,"Kostice, Lanžhotská",48.7424746,16.9788082,bus_stop,bus=yes
node/287834662,"Valtice, Úvaly, na konci",48.7425053,16.6994477,bus_stop,bus=yes
node/11039510379,Bohdalovice,48.7426406,14.2867051,bus_stop,bus=yes
node/12334328568,"Valtice, aut.st.",48.7427553,16.7555133,bus_stop,bus=yes
node/11039512109,"Benešov n.Černou, Předlesí",48.7429361,14.6236736,bus_stop,bus=yes
node/11454123743,"Valtice, česká čtvrť",48.7445752,16.7699637,bus_stop,bus=yes
node/8586819903,"Kaplice, sídliště 9. května",48.744837,14.4910557,bus_stop,bus=yes
node/9669656969,"Břeclav, Poštorná, Hraniční",48.7456238,16.8710008,bus_stop,bus=yes
node/8918438860,"Kostice, váha",48.7460435,16.9246457,bus_stop,bus=yes
node/8917308256,"Kostice, obecní úřad",48.7461575,16.9814953,bus_stop,bus=yes
node/2514924306,"Horní Stropnice,Dlouhá Stropnice,č.28",48.7463863,14.7468685,bus_stop,bus=yes
node/8917308257,"Kostice, obecní úřad",48.7466976,16.9815734,bus_stop,bus=yes
node/8917308254,"Kostice, kaplička",48.7473817,16.9811033,bus_stop,bus=yes
node/5723223534,"Valtice, železnični stance",48.7484364,16.7625384,bus_stop,bus=yes
node/2438190585,"Kaplice, ENGEL",48.7486846,14.484971,bus_stop,bus=yes
node/8917308250,"Kostice, Břeclavská",48.7487066,16.9762643,bus_stop,bus=yes
node/8918438781,"Břeclav, Pohansko, rozcestí",48.7494204,16.898965,bus_stop,bus=yes
node/8918438782,"Břeclav, Pohansko, rozcestí",48.7495078,16.9024821,bus_stop,bus=yes
node/9669656970,"Břeclav, Poštorná, Jana Skácela",48.7498443,16.8694816,bus_stop,bus=yes
node/11039510508,"Horní Planá, Hůrka na Šumavě",48.7502512,14.0706541,bus_stop,bus=yes
node/8918438789,"Břeclav, BORS",48.7502645,16.8930457,bus_stop,bus=yes
node/3621509447,"Břeclav, Městský hřbitov",48.7503876,16.9067519,bus_stop,bus=yes
node/11039510509,"Horní Planá, Hůrka na Šumavě",48.7504534,14.0702756,bus_stop,bus=yes
node/8918438780,"Břeclav, Lanžhotská",48.7507752,16.9037113,bus_stop,bus=yes
node/11039512090,"Horní Stropnice, Chlupatá Ves, rozc. 1.0",48.7508566,14.7174778,bus_stop,bus=yes
node/6583686494,"Větřní,Hašlovice,rozc.",48.7509959,14.3184993,bus_stop,bus=yes
node/11039510798,"Bohdalovice, Veleslavice",48.7512605,14.2689068,bus_stop,bus=yes
node/11039510506,"Horní Planá, Karlovy Dvory",48.7513005,14.0574949,bus_stop,bus=yes
node/3620831843,"Břeclav, Gumotex",48.7513574,16.8945483,bus_stop,bus=yes
node/2467601237,"Břeclav, Poštorná, Nádražní",48.7520131,16.858614,bus_stop,bus=yes
