segment,group,n,MedAPE,MAPE,wMAPE,MAE,R2
price_band,Q3,313,0.06712468663412059,0.09487167000770569,0.09435725948528306,739157.1875,-0.6388636827468872
price_band,Q2,318,0.07357885467344832,0.10439461469650269,0.10277884909440145,550771.75,-0.6720099449157715
price_band,Q4,316,0.08414674380457574,0.11395987868309021,0.12205718286099938,1798193.625,0.8375132083892822
price_band,Q1,316,0.11965352087244809,0.19442586600780487,0.16972252750738018,510619.9375,0.19580703973770142
